	C1	C2	C3	RA1	RA2	RA3	high
ZNF286A	110.190047158445	99.8690706729009	105.957033754401	94.4667499529104	101.520803489606	115.638141822511	6.71771723384531
SLC4A2	102.388406005448	99.5971475296037	114.265267343981	110.470039532198	98.9723469576213	100.882594537753	6.71739473334438
CHGB	93.2218456181398	107.239902022422	116.522185851347	92.4856710184935	109.389982863445	101.431220762649	6.71725167570301
HSPA13	99.8295379535537	113.964673317977	102.333644713325	87.6148017730842	116.045215239648	118.237652068129	6.71699148543141
RB1	110.88998967564	106.446409886914	98.5045560547369	90.3088376622839	96.5357158042975	101.205482471066	6.71636245229783
WDR34	112.291490658546	100.262743893472	102.914522369824	97.1949428650073	97.9280523424466	108.461701556503	6.71468312464246
MAGI2-AS3	106.636596804966	105.063795857399	103.173166189929	74.9146947812306	94.5960579562323	79.5380054782025	6.71353487441611
MAPK1	107.025754358221	103.097353689066	104.647821026332	84.6010452815287	89.7808001713485	101.520803489606	6.71302538256185
ETNK1	110.029285279947	107.239902022422	97.5452286181249	88.0141050386876	108.105008799672	104.457761167432	6.71148038253934
USP37	112.928395910229	97.3447995328622	104.647821026332	84.6859356541036	80.0431191084815	94.900771947332	6.71123165083005
NELFCD	106.636596804966	100.732373085442	106.917130067725	108.301794574578	109.220844993296	104.457761167432	6.71043054605597
TMEM194A	102.87925970572	101.406183710407	110.019080847947	76.8326455656647	83.3651909418207	84.9750984890401	6.71014004035126
TOP3A	103.273270470585	98.9471634173996	112.111818377526	100.903065076746	99.360127609084	92.3851527069257	6.70923469743925
TMEM248	98.3496377245911	108.550438112589	107.184627081637	86.0604933465352	95.5220699456908	91.2569332699774	6.70867458801023
AKT2	101.205482471066	100.992219203668	111.931816406758	111.881196085395	114.330242118605	105.203911152001	6.70857344652629
LAMC1	102.508758173402	101.01144364857	110.351496572391	210.085708817228	205.837611510278	186.246745741356	6.70798022905251
CASP8AP2	104.776107324279	106.686961841419	102.180632390345	106.480782224441	102.834105394294	99.3102299802415	6.70779466117492
MAPK8IP3	100.521629840172	98.2574412964627	115.608035649144	131.977742734885	132.907950504556	122.643318309331	6.70765159764513
SAR1A	98.9723469576213	109.090943297502	105.636175384487	85.70597539985	100.923055829852	105.760988933763	6.70710042431137
ATF2	108.691460900498	103.007724916682	101.801982482518	103.173166189929	113.172972575015	121.833837612789	6.70677512099004
KDM2B	104.457761167432	98.6442074120056	110.549662643059	87.1055680850893	95.6272381443282	94.229041013304	6.70649637349902
UBE4A	94.8151454994082	106.686961841419	112.271290977647	91.2470545504669	91.666470257276	96.0020848367761	6.70504364717537
GNB4	109.080732367496	110.321224202923	94.3597056480138	85.5770178734548	93.6220747007023	97.2649918599245	6.704972685151
CTCF	104.776107324279	106.585744405386	101.3209702124	116.144328434654	94.8657199792755	103.508061552141	6.70327520960649
QRICH1	100.81255402872	101.83184621671	109.890466692662	104.457761167432	112.552793254872	106.246864004206	6.7018329735385
LONP2	108.184237857663	106.686961841419	97.600313492034	92.435041630965	95.6272381443282	100.697352146045	6.70113348330276
CKAP4	98.0228721422522	110.62051581287	103.857592674847	105.62158090739	104.25939416562	92.783181388299	6.70099485290635
TBX2	103.077345013646	105.333783794004	103.707384587926	184.586907261149	166.892634101106	136.268066050341	6.70092756867757
RORB	104.215043269864	98.5601605859353	109.286308360788	49.9359360356589	43.620217465687	46.6851651468156	6.69944043085751
KAT7	98.3496377245911	105.760988933763	107.830942854519	89.0086527591795	94.3889834530083	93.2015359583822	6.69904633798519
RIMKLB	104.676977673797	98.0179156092393	109.216198978137	84.2508818173867	91.9076462415751	91.4069043519755	6.69860565680722
NUP133	106.757128569498	102.101616797296	102.662537985258	83.5354340121971	95.4328880455319	104.039052609784	6.69793884003013
TFDP1	103.75761778253	104.039052609784	103.613815861415	99.1021391542634	98.1479491814197	95.9137569167881	6.69770912759776
CLIC4	110.585083553406	106.070357180226	95.2928681082176	88.0944270382038	91.8332675111868	98.4942716707683	6.69739568291997
MYO9B	102.051626968286	97.1099222920821	112.722758693733	145.082570869418	121.74240245176	109.929931907584	6.69711239792147
ATXN10	107.025754358221	109.85057546983	94.7746615538341	136.248040953483	102.768045996451	106.416090784427	6.69588076856429
PTBP3	109.554811475503	109.58001057619	92.7141078716953	95.5220699456908	89.0386576554048	91.838318985145	6.69535561758781
HIST3H2BB	117.430058244347	89.6371148246027	105.721021465277	60.6723622607479	68.1424911936109	98.6045540471538	6.69526689842111
ZNF84	106.84092226083	95.0092721502232	109.589607889329	106.257065820329	102.190685568258	97.1797847882388	6.69509470751234
SMARCB1	107.47579565747	105.665919403549	97.7900800343975	138.895542597718	120.570484973419	115.478070391477	6.69428350861201
SUPT7L	96.5902468164328	99.515981596269	115.528231776544	96.1258254991926	116.767298766563	119.110948686699	6.69425452644686
FXYD6	101.205482471066	103.782405011471	105.636175384487	85.1038737330263	95.1834410798777	104.909985822272	6.69384062083208
IRS2	118.621874264734	92.9276404997051	100.632720673464	185.690275566367	125.172205524248	124.571347371042	6.69373926557755
HIST1H2BF	117.216649645211	92.3851527069257	102.428133750088	90.4986679015407	78.6435199771019	112.68317833845	6.69369700910078
MAPK8IP2	103.707384587926	97.6900932616072	109.286308360788	120.831023686918	112.023328286435	106.070357180226	6.69282801169672
CDH11	96.7395973846625	101.406183710407	112.722758693733	125.076978937295	153.088116032897	167.887586096166	6.69222382087422
USP33	104.598293377445	105.373113291986	99.576788274109	88.7523193524448	107.675691815598	118.010751052746	6.68860535699007
RAB6A	102.788687687783	109.650116525382	97.3595262321783	93.8119102184847	99.8690706729009	115.990505990167	6.68851715536666
GIGYF2	101.501580977642	102.30837013039	105.502180130122	99.3303314232019	102.086893133689	100.212555622863	6.68775592016435
ARHGAP31	102.180632390345	104.467939756761	102.428133750088	325.519821529247	302.472241112753	294.496468693853	6.68678754388307
FRYL	102.508758173402	95.4524004014336	111.550037096667	123.104277240002	128.250917514145	112.226784009195	6.68595337421299
C19orf43	102.508758173402	104.039052609784	102.180632390345	89.5732134945604	88.5988098256975	105.502180130122	6.68518756082917
ZC3H14	105.44238146673	101.3209702124	101.951394516032	90.767410006883	94.0701406386742	91.7121283269642	6.68494591169362
DYNLL2	106.246864004206	98.0482070040272	104.412417978057	101.511191778619	94.5960579562323	98.9172569002312	6.68428176217863
NEFL	101.88680282077	102.061898763862	104.507971111456	51.0741461742481	55.9062024664902	61.8919648916495	6.6838643785375
FAM192A	98.8410042588015	105.846551319779	103.857592674847	75.8118175754177	85.1038737330263	88.7828033265121	6.68377703280125
CENPB	101.371102691052	101.931650682064	104.776107324279	86.319011663285	104.457761167432	105.611287446108	6.68204229278892
CREBBP	106.436314219464	96.4120740498029	105.502180130122	206.886052969152	126.481254784369	103.157706441199	6.68203919173629
RP11-473I1.10	107.545761270832	103.573960937742	97.0996192848702	108.762183990423	106.64669128663	108.620439555615	6.6815727083978
PGRMC1	99.1473245552467	110.479965408665	98.5899497527722	68.7016153282688	88.4990354207799	88.0635148966068	6.68083719367173
RC3H1	104.129980029211	104.771045798701	98.932209028749	123.56798220443	105.971880997792	101.361053540146	6.68056877761325
ANKRD10	92.7091072454401	100.312351404665	115.947153684135	108.575321903239	128.750219536975	113.884902143971	6.68010606752842
GHITM	104.318096177079	107.154247830377	96.3824102512706	79.9274053679504	94.2736877261152	100.882594537753	6.67969628064507
CERS2	99.7558502094666	102.30837013039	105.502180130122	99.576788274109	112.998703282294	110.750389567592	6.67941297260821
PPAT	107.720129826719	99.2468603479171	100.697352146045	60.6422615613452	65.1342661524047	72.4525313830071	6.67932518657862
MBD3	106.246864004206	98.8155530346265	102.333644713325	113.098604579154	98.4839883605425	103.857592674847	6.67835980344754
POLA1	103.638535185136	105.44238146673	98.0228721422522	84.3060329793674	91.4069043519755	92.6843188956593	6.67692476116934
SEC23A	104.993659532111	104.467939756761	97.2895456340581	93.2670863719868	113.05912710968	117.916465363789	6.67509590974789
SUGT1	112.451834225939	97.9675730570301	96.6894779270044	101.306265043343	97.8391806760465	91.6561812787859	6.67422759108296
FNBP1L	104.934580081864	99.8690706729009	101.511191778619	107.605423851538	119.524067148103	130.059285168517	6.67360246588563
PTGFRN	99.5565189481766	104.647821026332	101.691594100043	102.539094695376	94.7551657576432	88.3554589131038	6.67163298767916
ANTXR1	100.642334115561	101.83184621671	103.288285935603	137.777770865331	118.987538767409	107.154247830377	6.67122377087887
RNMT	103.988609460313	100.431199191549	101.291562008512	87.1055680850893	76.58510203133	82.7636221665676	6.6709051970531
TIAM1	105.308438548589	99.4003708076724	101.031719920662	90.808117376118	84.5858149776758	81.6186202950883	6.67077368914979
SMURF2	105.665919403549	101.540208349413	98.544975890236	107.133995821982	108.701627214013	114.295887762738	6.67066135241626
ARF4	106.179213557674	105.124179150681	94.6858368649966	93.4670249639489	100.632720673464	107.364589211924	6.67046167129373
DHX8	99.425961351646	102.662537985258	103.387507586127	99.953390538296	100.237646617055	98.9172569002312	6.66974492892838
BDP1	101.83184621671	102.488373022512	101.031719920662	100.05361321873	102.388406005448	97.4198044407215	6.66934198091001
NF2	101.120808213585	104.150141226077	100.05361321873	104.189716426708	96.8589407034646	99.8447179794229	6.6690288441499
ZNF33A	104.507971111456	93.7720175409424	107.005628093793	80.6236083767781	84.106227100514	90.4233886390276	6.66669920377187
PPP4R1	99.2315818672772	102.488373022512	102.914522369824	109.650116525382	111.772710077094	118.541628241691	6.66578221767421
SRCAP	111.992912472884	94.5370891168101	98.8001385774526	259.97246052332	120.782165062837	93.9207963466052	6.66550444062469
SDHA	96.5007869325357	104.467939756761	103.503409190677	93.0668866353046	92.9525550230983	92.435041630965	6.66430657666313
CCNL1	93.8514843088274	98.3796238430691	112.998703282294	106.85599787145	136.382470714104	115.836827352201	6.66425256590201
NSUN2	102.929406676191	95.3021672417385	106.246864004206	89.1949181979999	88.3250596501963	88.4445737398756	6.66374165717467
OLA1	105.796586831934	105.512391685996	93.3315730076351	72.0201826793629	70.725949287682	84.536231269208	6.66357040438419
SNRPD1	99.9837044570269	108.92121198276	95.4328880455319	72.6521730644278	88.3250596501963	89.5538929267541	6.66239227796453
LGR5	96.5902468164328	99.576788274109	107.685291682073	139.301245281837	151.487051425079	145.421540985491	6.66074019836388
WAPAL	108.500968745035	98.1579836299776	97.1949428650073	101.83184621671	102.268737881564	102.190685568258	6.66046905592629
PSME4	102.180632390345	112.552793254872	89.9706331156601	169.031373279412	124.596711353424	85.6907434383251	6.66027276005754
SNX19	99.9837044570269	103.007724916682	100.465932187295	104.437465992902	106.717145496056	103.372397517936	6.66026411952908
GOLGA4	109.929931907584	95.9429100832974	97.9280523424466	93.6819606036874	92.4806272165522	84.0763835046102	6.65939834317218
BTF3L4	105.901540434912	102.858883232214	94.7746615538341	66.8337068164342	79.9526052330148	86.7876499502392	6.65917728127848
DDX11	92.6048688212861	88.4843921623668	125.830797796507	82.5637206485738	92.0072147717609	79.5380054782025	6.65856949973116
OAT	99.5565189481766	110.321224202923	93.8119102184847	68.2909406149773	82.5389330703979	89.8898008133112	6.65823654468474
FAF2	90.4386664113663	108.782012429724	104.647821026332	104.150141226077	115.975690381631	109.389982863445	6.65785416189963
FHL1	98.1379157586587	103.782405011471	101.031719920662	93.3921539529961	89.6920177668478	90.0010480880732	6.65760709761627
TRAF7	105.665919403549	95.1637102537989	102.180632390345	103.072298263519	103.038021397365	98.7247485709495	6.65689463397425
MCFD2	99.425961351646	103.782405011471	99.4003708076724	82.4349417492093	82.7636221665676	92.2910584873495	6.65604936453199
ZC3H13	102.180632390345	100.013515757185	100.351694506267	135.412750275583	110.099761133154	94.5665689401243	6.65598343157784
PCGF3	97.1099222920821	93.452725367517	112.839037675701	115.947153684135	114.520476250254	115.786760523352	6.65527803223868
SNX17	94.6452353913329	102.858883232214	104.816332357691	86.4072559094647	104.771045798701	105.02872184028	6.65356676098373
VEZT	92.9224363642937	103.322782036357	106.179213557674	91.9177443187577	112.634017538898	106.346358491976	6.65310907038675
ITSN1	100.992219203668	97.908388353183	102.788687687783	111.692699947026	106.82584877713	103.589102433618	6.65166619633316
TONSL	97.3696938342195	92.8230476856182	112.431635872483	99.9937415776711	92.0072147717609	82.7636221665676	6.65157209607984
ESD	105.971880997792	103.498757038321	92.5543191740327	77.0906776094728	91.3662769015096	96.5007869325357	6.65107857947366
MTPAP	107.329742056391	102.30837013039	92.435041630965	78.3427207694133	82.4252720255425	83.2760621707801	6.65101814802363
LRRC8A	96.3572920341356	104.25939416562	100.882594537753	101.180146720266	103.322782036357	102.568557818641	6.65029633027466
AASDHPPT	103.022872043342	107.079810648502	91.6561812787859	66.9539962645727	82.7636221665676	91.0032859023768	6.64917460378365
PPP2R5C	102.568557818641	99.1473245552467	99.4003708076724	90.1901157530146	102.89964021583	112.226784009195	6.64904199975647
SFT2D2	105.44238146673	101.205482471066	94.5370891168101	116.962990220175	88.7929496215332	83.8658400621383	6.64808774102363
ACTL6A	99.3151946230759	102.488373022512	99.0773522490926	74.68642642564	95.0891764099039	97.9280523424466	6.64791413402643
ATP5H	98.1379157586587	107.344697159803	95.6419925368666	69.9309087255851	80.7378340652119	93.9207963466052	6.6474727071979
PPM1A	101.205482471066	103.072298263519	96.5505819001532	95.5220699456908	99.5058955844541	101.711309806614	6.64728983989904
PYGO1	112.722758693733	89.8699089658318	99.4003708076724	114.054916597862	104.457761167432	117.330324950856	6.64719352620883
SEC62	99.5565189481766	103.782405011471	97.0996192848702	93.0668866353046	99.3052655855834	97.7190855341561	6.64541855963911
C5orf24	107.995063614051	95.3021672417385	97.3798624980997	92.6548627732028	90.0709993566946	99.5261171560691	6.64493674490975
