Gene,pval,qval
Pkp4,0.124691706,0.228410476
Mccc1,0.12470848,0.228416793
Ttbk2,0.124830856,0.22861651
Ppat,0.125034433,0.228964882
Slc20a2,0.125269426,0.229370701
Fam214a,0.125367474,0.229525712
Gm20470,0.125411404,0.22958162
Ptpn9,0.125442431,0.229613898
Pwp2,0.125545497,0.229753487
Xlr3a,0.125532596,0.229753487
Fbxo6,0.125710287,0.229891063
Tbx20,0.125727961,0.229891063
Wnt9b,0.125727961,0.229891063
Sntn,0.125727961,0.229891063
Csdc2,0.125727961,0.229891063
Mx2,0.125727961,0.229891063
Fpr1,0.125727961,0.229891063
Treml1,0.125727961,0.229891063
Nnat,0.125766591,0.229937171
Lig3,0.125819173,0.230008773
Gyltl1b,0.126049371,0.230405024
Spg20,0.126139145,0.230544538
Ccdc117,0.126213529,0.230655897
Gm15492,0.126279604,0.230752049
Ufsp1,0.12632979,0.23081915
Tmem161b,0.126373648,0.230874675
Zfp560,0.126416155,0.230927721
Mical3,0.126434137,0.23093596
Elp6,0.126453765,0.230947201
Prps1,0.126587596,0.231166995
Rdh10,0.126710543,0.231366866
Vprbp,0.126724279,0.231367301
Ucp2,0.126946075,0.231747564
Bri3,0.126975138,0.231775936
Senp6,0.127075576,0.231934574
Car11,0.127148881,0.232043663
Ikbkb,0.12720664,0.232124358
Gm28192,0.127272911,0.232220568
Zfp119a,0.127306252,0.232256681
Phf21a,0.127335332,0.232285012
1600002K03Rik,0.127379082,0.232340096
Tgoln1,0.127740182,0.232973955
Flcn,0.127756738,0.232979361
Spats2l,0.128006499,0.233385174
Yipf6,0.127994655,0.233385174
A930015D03Rik,0.128079674,0.233493754
6530402F18Rik,0.128131375,0.233563168
Cep72,0.128205525,0.233673483
Nsmce4a,0.12824077,0.233712873
Gm12888,0.128266703,0.233735285
Snx6,0.128351691,0.233865294
Psmb9,0.128595347,0.234284349
Btbd2,0.128628832,0.23432045
Sowaha,0.128716509,0.234455255
Gm26724,0.12876448,0.234517714
Kdm4c,0.128880179,0.234697501
Wscd1,0.128890577,0.234697501
Arrdc1,0.12894811,0.23475239
Larp1,0.128946733,0.23475239
Elk1,0.129140331,0.235077366
Dusp14,0.12918874,0.235140516
Msh2,0.12928066,0.235282841
Mob3a,0.12931885,0.23532736
Grb10,0.129509109,0.235648567
Plk4,0.129536564,0.235673507
Asb5,0.129655222,0.235864355
Akap9,0.129814302,0.236128689
Ptprj,0.129888926,0.236164188
Ppp1r8,0.129882571,0.236164188
Cdca3,0.129873826,0.236164188
Asf1a,0.129878876,0.236164188
Rbm43,0.129929651,0.23621318
Pvrl4,0.129958123,0.236224935
Mtf2,0.129963677,0.236224935
Hat1,0.130075406,0.236340777
Fam101a,0.130058562,0.236340777
Ttll3,0.130083817,0.236340777
Cmtm8,0.130096347,0.236340777
Prrg3,0.130054486,0.236340777
Tnip2,0.130161245,0.23643362
Ccdc33,0.130349808,0.23675105
Clec3b,0.130430867,0.236873178
Nudt2,0.130482703,0.236942213
Sesn1,0.130504915,0.236957446
Exoc3l2,0.13052684,0.236972156
Yeats2,0.13064052,0.237153425
Hibch,0.130675483,0.237191776
Atg4d,0.130934325,0.237636442
Tpm1,0.130990595,0.237688237
Gm17251,0.130983428,0.237688237
Porcn,0.131159597,0.237969709
Usp7,0.131184973,0.23799056
Zfp82,0.131357785,0.238278853
Opa3,0.131391378,0.23831457
Fam109a,0.131430587,0.238360466
Tacr1,0.131484032,0.238406947
Son,0.13147335,0.238406947
Ddah2,0.131526938,0.23845952
Rtkn,0.131589865,0.238523153
E430018J23Rik,0.131576885,0.238523153
Cpa5,0.131689132,0.238652616
Gm1123,0.131689132,0.238652616
Ncapg,0.131783942,0.23879919
Ldhc,0.131798938,0.238801119
Rps6kb2,0.131830658,0.238833348
Hhat,0.131971777,0.239058142
Bricd5,0.131982631,0.239058142
2010300F17Rik,0.132075001,0.239200175
Rbm45,0.132175518,0.239356934
Lynx1,0.13229873,0.239554751
Fam13c,0.132349913,0.239622118
Zkscan3,0.132570151,0.239970172
C030010L15Rik,0.132566676,0.239970172
Slc9a8,0.132615843,0.240027535
Zfp959,0.132671821,0.2401035
Gm9888,0.132734831,0.240192174
Phox2b,0.132762352,0.240216618
Ppap2a,0.132929973,0.240494522
Arsi,0.132951668,0.240508389
Rbm48,0.132981752,0.240537426
Gba,0.133241412,0.240951741
B230398E01Rik,0.133252976,0.240951741
A730049H05Rik,0.133238381,0.240951741
Gm4349,0.133323464,0.241053773
Tmem194b,0.133410306,0.241185348
Agbl3,0.13368127,0.241649724
Creb1,0.133737652,0.241726153
Trip4,0.133765105,0.241750282
3110053B16Rik,0.133792448,0.241774208
Pigf,0.13383306,0.241822105
Ash1l,0.134071206,0.242226878
Wdpcp,0.134402592,0.242800004
Sbsn,0.134497646,0.242946116
Klhl20,0.134595361,0.243071395
Snx13,0.134584108,0.243071395
Gm4204,0.134658072,0.24315903
Pcsk7,0.135021204,0.243789075
Galnt12,0.135148098,0.243966796
Clec10a,0.135140299,0.243966796
Rcbtb2,0.135331276,0.244252988
Cdc42ep2,0.135335135,0.244252988
Rad51,0.135453576,0.244441015
Preb,0.135489531,0.244480162
Sept11,0.135519439,0.244492862
Exoc7,0.135525095,0.244492862
Klf1,0.135616617,0.244632227
Pdlim5,0.135746144,0.244824328
Sh3yl1,0.135751676,0.244824328
Mplkip,0.135837875,0.244954014
Chst12,0.135913214,0.245044136
C1qbp,0.135916442,0.245044136
Sptan1,0.135979739,0.245106697
Gm12841,0.135971848,0.245106697
Tbc1d24,0.136110694,0.245316951
Lgals3,0.136271165,0.245580353
Ncapd3,0.136489778,0.245948468
Bace1,0.13651685,0.245971395
Tmx4,0.136543563,0.245993668
Foxn1,0.136775377,0.246385405
Uggt1,0.136948484,0.246671315
Fam81a,0.137002673,0.246691157
4930455B14Rik,0.137002673,0.246691157
Npy4r,0.137002673,0.246691157
Ran,0.137067581,0.246771608
BC147527,0.137076144,0.246771608
Exo5,0.137154473,0.246886692
Tc2n,0.137361936,0.247234177
Malat1,0.137456012,0.247377528
Rad54b,0.137553392,0.247514
Suz12,0.137575125,0.247514
Smc6,0.13757516,0.247514
2310035C23Rik,0.137639201,0.247603231
Sprr4,0.137690636,0.247617801
Gm13157,0.137680538,0.247617801
Trmt2b,0.137679024,0.247617801
Ggact,0.137753158,0.247704252
Myod1,0.137793843,0.247751422
Hpgd,0.137910769,0.247935648
Serinc5,0.137986185,0.248045216
Ppp4r1l-ps,0.138062006,0.24815549
Mafg,0.138137777,0.248265651
Mib2,0.138321752,0.248570235
Lrrc17,0.138380253,0.248649297
Wisp2,0.138453421,0.248728624
Nr0b2,0.138453421,0.248728624
BC029214,0.138569591,0.248885155
Srebf2,0.138563343,0.248885155
Hdgfrp3,0.138718454,0.249126426
Cmtr1,0.138928055,0.249476715
Taf9b,0.138971424,0.249528454
Acn9,0.13904949,0.249642476
Bmyc,0.139082572,0.24967572
Neu3,0.139246136,0.249943168
Hcrtr1,0.139333668,0.249969412
Pi4k2b,0.139298797,0.249969412
Isy1,0.139324968,0.249969412
Mei4,0.139308311,0.249969412
Bzw2,0.139333295,0.249969412
Wwp1,0.139415675,0.250090362
Abcf2,0.139805548,0.250763494
Lrrc27,0.139861258,0.250837171
Sgpl1,0.13993376,0.250940946
Miat,0.140128078,0.251263128
Map7d1,0.140195667,0.25135803
Usp9x,0.140240346,0.25141184
Ttc12,0.14044783,0.251757472
Rqcd1,0.14050059,0.251799385
Zmiz2,0.140492115,0.251799385
Fuca1,0.140598698,0.251948869
Ankrd50,0.14088715,0.252439377
Gimap7,0.140985334,0.252483346
Clec4a4,0.140985334,0.252483346
Zfp626,0.140985334,0.252483346
Mia2,0.140985334,0.252483346
Gm9843,0.14095722,0.252483346
Vegfb,0.141210259,0.252859737
9830144P21Rik,0.141345231,0.25307499
Dpep1,0.141379947,0.253110711
Rps6kb1,0.141407776,0.253134095
Dusp16,0.141439942,0.253165239
Gm10275,0.141532984,0.253305326
Gm14206,0.14157586,0.25335561
Pex5,0.141657548,0.253475332
Orc2,0.141898741,0.253880289
Them4,0.141913483,0.253880289
Arhgap15,0.142025326,0.254053859
Creb3l2,0.142210813,0.254359115
Aspm,0.142265143,0.254429742
Cox15,0.142292938,0.254452904
Fancd2,0.14235023,0.254528803
Gm13456,0.142467073,0.254711155
Nrf1,0.1424899,0.254725401
Gm14966,0.142583928,0.254866913
Gatsl3,0.14259968,0.254868494
Fam78b,0.14276516,0.255137654
Gm17334,0.14285973,0.255280046
Nfia,0.142967156,0.255445381
Kbtbd3,0.143034186,0.255538511
Gm26982,0.143082789,0.255598704
Prkch,0.14329,0.255915522
Unc5a,0.143276778,0.255915522
Cd63-ps,0.143329508,0.255959415
Crygn,0.143425004,0.256103273
Polg2,0.143462273,0.25614314
Ccdc85a,0.143572146,0.256312614
Tmeff1,0.143587315,0.256313001
Slc40a1,0.143866042,0.256778306
2810474O19Rik,0.143877939,0.256778306
Mdk,0.143913155,0.256787686
Olfm2,0.143908237,0.256787686
F7,0.14395916,0.256843039
Neil1,0.144203086,0.257251463
Snrpa,0.144306937,0.257409939
Pip4k2c,0.144460883,0.257657731
Nab2,0.144529074,0.257752538
Gm13999,0.144636263,0.257892461
Ptk6,0.144637622,0.257892461
Il1r1,0.144667611,0.257919105
Nat2,0.144737684,0.258010389
Tmem255a,0.144748916,0.258010389
Tspan15,0.144781297,0.25803007
Dimt1,0.144790062,0.25803007
Dtwd2,0.144954546,0.258296345
Gm15825,0.145158747,0.258579574
Gm13089,0.145158747,0.258579574
Loxl4,0.145158747,0.258579574
Mum1,0.145242777,0.258702378
5830462I19Rik,0.145281013,0.258743597
Nkpd1,0.145320513,0.25878706
Tpr,0.145464089,0.259014099
Gm19412,0.145478225,0.259014099
Atp9a,0.145616811,0.259233916
Ddx23,0.145663421,0.259289966
Leo1,0.145730946,0.259356299
Guk1,0.145723715,0.259356299
Abcb1b,0.145840511,0.259494809
Fastkd3,0.145854188,0.259494809
Kazald1,0.145834852,0.259494809
Tnfrsf12a,0.145951008,0.259640118
Rel,0.146064599,0.259815228
Rabgef1,0.146094297,0.259841092
Nudt7,0.146166897,0.259943246
Rnps1,0.146268823,0.260097527
Chmp2a,0.146355342,0.260197394
Gm2396,0.146343718,0.260197394
Slc35c1,0.146384378,0.260222027
Sec14l4,0.146440745,0.260295235
Hpgds,0.14653265,0.260404591
Ppm1m,0.146518803,0.260404591
Os9,0.146609198,0.260513618
Suv39h2,0.147007035,0.26119347
Slc25a16,0.147153348,0.261426333
Slc43a3,0.147210555,0.261487089
Haus6,0.147218055,0.261487089
Tsr1,0.14724194,0.261502418
Vpreb3,0.147269584,0.261524418
H2afv,0.147307966,0.261565482
Arfip2,0.147484271,0.261851411
Lhpp,0.147538721,0.261920957
Tuba4a,0.147699611,0.262157712
Got1l1,0.147702671,0.262157712
Cyp20a1,0.14774492,0.262205552
Irs2,0.147781221,0.262242826
Kif5b,0.147944849,0.262506014
Slc43a2,0.147965501,0.262515485
Stc1,0.148025665,0.262595048
Ppfia1,0.148060388,0.262602294
4933439C10Rik,0.148058013,0.262602294
Ndufaf4,0.148097149,0.262640319
RP23-138L21.3,0.14818597,0.262770653
Mad2l2,0.148220741,0.262805124
Pcid2,0.148264244,0.262827888
Usp51,0.148257874,0.262827888
Gstcd,0.148309342,0.262880648
Cth,0.148379619,0.262978022
Gramd3,0.148414966,0.263013475
Fbxl15,0.148637467,0.263380552
Rbm12,0.148660708,0.263394507
Fam227b,0.148677239,0.263396572
2500002B13Rik,0.148696048,0.263402671
1110046J04Rik,0.148994361,0.263903837
Mark1,0.149402134,0.264598759
Bet1l,0.149535628,0.264807824
Prpf4b,0.149587145,0.26485616
Pkmyt1,0.149593824,0.26485616
Arhgap5,0.149657062,0.264913399
Grin2a,0.149656395,0.264913399
Arpp21,0.149688721,0.264942081
Cd320,0.149727799,0.264983887
Olfr1414,0.14978571,0.26505221
Cyp3a25,0.149797329,0.26505221
Gpsm2,0.149874041,0.265160574
Zswim7,0.150028941,0.265379847
Gm17035,0.150014586,0.265379847
Fgl1,0.150124854,0.265494713
Mis12,0.150115634,0.265494713
Gm14044,0.150166544,0.265523167
Ing3,0.150171923,0.265523167
Plxnc1,0.150312646,0.265744573
Mroh2a,0.150344194,0.265772937
Aars,0.150418696,0.265877221
Trip10,0.150546902,0.2660764
Kctd9,0.150647089,0.266226021
Dyrk2,0.150767494,0.266383878
Rnaseh2c,0.150756451,0.266383878
Fam151b,0.150791481,0.266398801
Ctgf,0.150897479,0.266558592
Ubtd1,0.150957407,0.266636979
Usp25,0.151083911,0.266832928
Hmg20a,0.151146288,0.266880607
Srsf1,0.151140631,0.266880607
Slc38a6,0.151157613,0.266880607
Alkbh7,0.151221852,0.266966528
Txndc16,0.151251981,0.266992221
Klhl2,0.151402659,0.267230682
Lsamp,0.151453768,0.267293369
Zfp438,0.151548288,0.267416237
Trub1,0.151554588,0.267416237
Hebp1,0.151575038,0.267424794
Rbm25,0.151909492,0.267987291
Lmbrd1,0.151967599,0.268062212
Snrnp35,0.152131532,0.268296165
Mlkl,0.152130619,0.268296165
Akna,0.152195674,0.268381672
Gm26576,0.152294383,0.268528113
Usp13,0.152468509,0.268807485
BC048403,0.152505564,0.268845164
Lrriq1,0.152568665,0.268928745
Ipo5,0.152595642,0.268948642
Ociad2,0.152647919,0.268986434
RP23-463E8.1,0.152648468,0.268986434
Zbtb41,0.15270867,0.26900956
Csnk2a1,0.152690981,0.26900956
Pycrl,0.15270418,0.26900956
Cdc20,0.153022018,0.269506158
Gm13789,0.153009443,0.269506158
Msmb,0.153094811,0.269606662
Hace1,0.153167542,0.269707036
Igdcc4,0.153200829,0.269737943
Ascl2,0.153365904,0.269993858
Erbb2ip,0.15337768,0.269993858
Gm16894,0.153403522,0.270011621
Dnm3,0.153521383,0.270140271
Lsm3,0.153499032,0.270140271
Taf8,0.15352389,0.270140271
Stk24,0.153793304,0.270586556
Greb1l,0.153833459,0.270629428
1700034H15Rik,0.154250408,0.271335094
Pld5,0.154274294,0.271349267
Prdm8,0.154573117,0.271819078
4732471J01Rik,0.154573117,0.271819078
Gm16252,0.154618947,0.271871781
Tefm,0.154687584,0.271964571
Fnbp4,0.154750175,0.272008762
Agl,0.154760323,0.272008762
Sec63,0.154751707,0.272008762
Shroom1,0.154778667,0.272013114
Dsg1c,0.154867568,0.272141451
Utp18,0.155012675,0.272368519
Cirh1a,0.155309229,0.272861618
Cep162,0.15536035,0.272895493
Gm15868,0.155355704,0.272895493
Kdelc2,0.155432258,0.272993829
Zfp329,0.155591863,0.273246155
Cxcl17,0.155677081,0.27331181
Arsa,0.155671287,0.27331181
Klhl15,0.15565556,0.27331181
Hsph1,0.155714948,0.273350295
Gtf2h3,0.155746035,0.273376872
Gm9769,0.155855169,0.273540423
Bckdk,0.155925558,0.273635945
Ncl,0.156167346,0.274032208
Ncapd2,0.156230846,0.274087521
Glra3,0.15622312,0.274087521
Six5,0.156334891,0.274241987
Ndnl2,0.156529015,0.274554424
Kin,0.156712337,0.274819732
Zfp266,0.156710692,0.274819732
Stip1,0.156737999,0.274836619
Sept10,0.156784416,0.274865408
Ipo11,0.156786487,0.274865408
Papd5,0.156826261,0.274883511
Pmel,0.156828885,0.274883511
Tdp2,0.157042908,0.275230501
A230005M16Rik,0.157126263,0.275348436
Gm12843,0.157175607,0.275406752
Pold2,0.157194537,0.275411769
Cpb1,0.157310467,0.275586717
Endou,0.157333225,0.27559842
Tcf7l2,0.15742109,0.275724157
Kmt2c,0.157558797,0.275931908
Hcrt,0.157587993,0.275931908
Prmt5,0.157584126,0.275931908
Far1,0.157662043,0.276033371
Slbp,0.15768184,0.276039839
Gm26738,0.157705291,0.2760527
Zfp35,0.157938606,0.276432875
Tmem128,0.158135316,0.276726397
Clcn7,0.158138594,0.276726397
Naprt,0.158181456,0.276773147
Mvd,0.158240509,0.276848214
Klhl5,0.158261763,0.276857142
Traf2,0.158328476,0.276945586
Gm16568,0.158356088,0.276965622
Atic,0.158458158,0.277115868
Ivd,0.158650578,0.277424075
Lrrc16a,0.158884109,0.2778041
Phka1,0.159001034,0.277980186
Rsph4a,0.159049534,0.27800827
Gm17276,0.159049534,0.27800827
Fkbp5,0.159107607,0.278081424
Gm10282,0.159152887,0.278132205
Ppp6r1,0.159189638,0.278168072
Tsen54,0.159207862,0.27817156
Cpne5,0.159233777,0.278188485
Dhx9,0.159349595,0.278334091
Nhp2l1,0.159343021,0.278334091
D130020L05Rik,0.159451141,0.278459091
Atp6v1c1,0.159453648,0.278459091
Ndst1,0.159620496,0.278722067
Elovl4,0.159902997,0.279158486
Zc2hc1c,0.159887844,0.279158486
Mrps31,0.159923483,0.279165819
Gm26840,0.15994441,0.27917392
Cyb5r1,0.160096337,0.27941065
Nsmce1,0.160190284,0.279541254
Rpp14,0.160203785,0.279541254
Raph1,0.16022801,0.279555068
Fgd6,0.160307296,0.279664937
Tmem98,0.160380301,0.279763825
Wfikkn2,0.160479242,0.279907932
Als2,0.160500237,0.279916072
Selenbp1,0.160564693,0.279999997
Crxos,0.160648508,0.280117661
Rims2,0.160961836,0.280635455
Cdkn2aip,0.16098461,0.280639993
Hmgn1,0.160997182,0.280639993
Exosc7,0.161147244,0.280873011
Gucd1,0.161350853,0.281199301
Tmprss11a,0.161383989,0.281228457
9130221H12Rik,0.161471394,0.281352169
Katnal1,0.161613764,0.281571618
Gm17102,0.161684182,0.281665675
Kif3a,0.16177468,0.281794693
Gm26809,0.161909326,0.282000575
Tox,0.162051068,0.282218776
Slc30a3,0.162183378,0.282420506
Gm7534,0.162368374,0.282627809
Psg17,0.162368374,0.282627809
Ccl28,0.162368374,0.282627809
Tnfrsf21,0.16233871,0.282627809
4933431K23Rik,0.162576749,0.282961787
H2afz,0.162607951,0.28298736
Slc48a1,0.162626098,0.282990211
Cpsf4,0.162694301,0.283080158
Fam122b,0.162725914,0.283106427
Gm15471,0.162774166,0.283161635
9630033F20Rik,0.162845346,0.283256714
Gabrb3,0.162914849,0.283348858
Trp73,0.162946089,0.28337444
Grhl1,0.163139689,0.283682344
Zfp639,0.163197956,0.28375488
1700019D03Rik,0.16335643,0.284001615
Lrrtm1,0.163486335,0.284169819
Mapkapk3,0.163476986,0.284169819
Far1os,0.163530363,0.284217529
Rrp7a,0.163623511,0.28435059
Nsl1,0.163843874,0.284704682
Zfp105,0.164055385,0.285043321
Rabac1,0.164267618,0.285354226
Nap1l2,0.164266004,0.285354226
D7Ertd443e,0.164374253,0.285510532
Zwilch,0.164454984,0.285621818
D930019O06Rik,0.164547152,0.285752942
Ramp2,0.164570961,0.285765337
Xylt1,0.164620033,0.285821595
Ropn1l,0.164641516,0.285829944
2310008N11Rik,0.164822132,0.28611453
Stau1,0.164945647,0.286270961
Ints10,0.164941143,0.286270961
St7l,0.164964955,0.286275487
Gm21814,0.165134974,0.286541524
Tbc1d10b,0.165204595,0.286633316
Sdc4,0.165282214,0.286738965
Ubxn10,0.165304384,0.286748406
Prdm15,0.165427963,0.286933739
Hrsp12,0.16544738,0.286938385
Gm10762,0.165642099,0.287217971
Snapc3,0.165638725,0.287217971
Cops2,0.165750079,0.287376137
2610301B20Rik,0.165824859,0.287476713
Cgref1,0.165841982,0.287477324
Gm15441,0.166052114,0.287812471
Slamf1,0.166103985,0.287844168
Cmtm3,0.166091351,0.287844168
Nxt1,0.166217337,0.288002782
Hgh1,0.166229117,0.288002782
Zfp212,0.166264248,0.288034537
Hnrnpa0,0.166664335,0.288669298
Cpped1,0.166652207,0.288669298
Rhbdd3,0.166956196,0.289126925
Tuba1a,0.166962281,0.289126925
Gm11788,0.167004892,0.2891715
Adck4,0.167046333,0.289214043
Cyp2a4,0.167094649,0.289239268
Dntt,0.167086982,0.289239268
Rttn,0.167263076,0.28950158
Ep400,0.167328666,0.289585865
Smek1,0.167376786,0.289639901
Rad1,0.167406289,0.289661715
Kif1b,0.167449832,0.289707813
Aebp2,0.167485869,0.289740918
Fbxw17,0.16766206,0.290016451
Fsip1,0.167775219,0.290182908
Zfp109,0.1678296,0.290218401
Pml,0.167817314,0.290218401
Nfat5,0.16792523,0.290354477
Gbp2,0.168102072,0.290601625
D15Ertd621e,0.168096201,0.290601625
Gpd1,0.168171978,0.290693157
Taf2,0.168259177,0.290814561
Csrnp3,0.168340597,0.290904579
Milr1,0.168356148,0.290904579
Gm8186,0.16836217,0.290904579
Tamm41,0.168405084,0.2909494
Acadvl,0.168500381,0.291084705
Mrps9,0.168643267,0.291302185
Serpina6,0.168673239,0.291324601
Zfp235,0.168706526,0.291352738
Snx1,0.168744844,0.291389555
Gm13427,0.168821538,0.291433918
3110057O12Rik,0.168817229,0.291433918
Ifngr1,0.168805246,0.291433918
0610005C13Rik,0.16887141,0.291490657
Dbx1,0.168948773,0.291594832
Fam102b,0.169049225,0.291738832
Plcg1,0.169190222,0.291894001
4732463B04Rik,0.169160921,0.291894001
Phf11c,0.169175776,0.291894001
Slc38a9,0.169501099,0.29240091
H2-M5,0.169530856,0.292422814
A130014A01Rik,0.16961374,0.292536345
Dusp23,0.169811108,0.292847285
Dusp12,0.169883642,0.292942902
Nmt2,0.169908919,0.292957019
Chmp5,0.170287385,0.293580042
Nupr1l,0.170530373,0.293966003
Tubgcp5,0.170545555,0.293966003
RP24-273P12.4,0.170826118,0.294390401
Tmem164,0.170813284,0.294390401
Ivns1abp,0.170875288,0.294445535
Mmgt2,0.171147918,0.294885679
Llgl2,0.171384194,0.295259189
Btd,0.171399148,0.295259189
Tjp1,0.171426294,0.295276279
Wrb,0.171444392,0.295277782
Kcnn4,0.17151246,0.295335669
Ric8b,0.171503442,0.295335669
Hnrnpr,0.171594724,0.295447646
Dhrs7,0.171778765,0.295734819
Asah2,0.171818625,0.295773736
Rell1,0.172040021,0.296125118
Ddx17,0.172190697,0.29632496
Rrp1b,0.172177396,0.29632496
Itih4,0.172300761,0.296484607
Endov,0.172355289,0.296518905
Hsbp1l1,0.17235137,0.296518905
Ccrn4l,0.172445938,0.296615319
Galnt11,0.172443713,0.296615319
Mpc1-ps,0.172480829,0.296645567
Espn,0.172517043,0.296678085
Pate2,0.172668882,0.296909417
Epm2aip1,0.172765372,0.297045536
Dynlt1c,0.172855617,0.297170894
Tstd3,0.172973647,0.297314174
Myo16,0.172956879,0.297314174
Thap2,0.173008351,0.29734401
Plin2,0.173077563,0.297345478
Cyb5rl,0.173065735,0.297345478
Usp4,0.17307859,0.297345478
Frmd8os,0.173029319,0.297345478
Phf13,0.173162858,0.297460438
Actr3b,0.173198751,0.297492284
Txnip,0.173388492,0.29778835
Jup,0.173488076,0.297929533
mt-Ts1,0.173607438,0.298104649
Nat8l,0.173691464,0.298219058
Gm13589,0.173739933,0.298272402
Fhl4,0.173806181,0.298356255
Lrba,0.173914884,0.298483074
Gdf6,0.173912705,0.298483074
mt-Nd6,0.174024781,0.298641785
RP23-136I1.2,0.174100938,0.298693905
Mypopos,0.174107426,0.298693905
Gtpbp2,0.174101092,0.298693905
1110008F13Rik,0.174460893,0.299180534
Clic4,0.174408752,0.299180534
Birc2,0.174447655,0.299180534
Nfil3,0.17444824,0.299180534
Rufy2,0.174541312,0.299288504
Impdh1,0.174655015,0.299453518
Sap30,0.174711201,0.299519892
Tlr5,0.174767962,0.299585091
Rsg1,0.174784185,0.299585091
Gna12,0.174908429,0.299768076
Irs1,0.175033509,0.299952455
Ccl25,0.17511587,0.300063599
Pls1,0.175463927,0.300629948
Itga4,0.175508725,0.300646604
4932441J04Rik,0.175506319,0.300646604
Tug1,0.17555106,0.300689076
Nf2,0.175799129,0.301083891
4921524J17Rik,0.175862511,0.301132272
